,"Adj Close","Adj Close","Adj Close","Adj Close","Adj Close","Adj Close","Adj Close","Adj Close","Adj Close","Adj Close","Adj Close","Adj Close","Pct","Pct","Pct","Pct","Pct","Pct","Pct","Pct","Pct","Pct","Pct","Pct","Slope","Slope","Slope","Slope","Slope","Slope","Slope","Slope","Slope","Slope","Slope","Slope","Intercept","Intercept","Intercept","Intercept","Intercept","Intercept","Intercept","Intercept","Intercept","Intercept","Intercept","Intercept","Residual","Residual","Residual","Residual","Residual","Residual","Residual","Residual","Residual","Residual","Residual","Residual","Slope","Slope","Slope","Slope","Slope","Slope","Slope","Slope","Slope","Slope","Slope","Slope","Intercept","Intercept","Intercept","Intercept","Intercept","Intercept","Intercept","Intercept","Intercept","Intercept","Intercept","Intercept","Residual","Residual","Residual","Residual","Residual","Residual","Residual","Residual","Residual","Residual","Residual","Residual"
"2000-01-13",103.495056,24.218315,16.030529,20.183662,10.180292,25.112673,21.02487,17.583498,,41.677334,,13.925542,"0.014 ","0.005 ","0.005 ","0.017 ","0.030 ","0.030 ","0.019 ","0.004 ","#DIV/0!","0.009 ","#DIV/0!",(0.009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-01-14",104.90023,24.155695,16.08255,20.060791,10.418434,24.894485,20.878641,17.460243,,42.634869,,14.039386,"0.014 ",(0.003),"0.003 ",(0.006),"0.023 ",(0.009),(0.007),(0.007),"#DIV/0!","0.023 ","#DIV/0!","0.008 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-01-18",104.074966,24.017948,15.812082,20.306517,10.071415,24.433958,20.85611,17.039148,,42.861607,,13.982443,(0.008),(0.006),(0.017),"0.012 ",(0.033),(0.018),(0.001),(0.024),"#DIV/0!","0.005 ","#DIV/0!",(0.004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-01-19",104.922577,23.967863,15.92651,20.239513,10.037359,25.015718,20.788649,16.710495,,42.937237,,13.990616,"0.008 ",(0.002),"0.007 ",(0.003),(0.003),"0.024 ",(0.003),(0.019),"#DIV/0!","0.002 ","#DIV/0!","0.001 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-01-20",103.316612,23.642277,15.708052,20.239513,9.853654,24.821796,20.65366,16.268841,,43.18922,,14.055688,(0.015),(0.014),(0.014),"0.000 ",(0.018),(0.008),(0.006),(0.026),"#DIV/0!","0.006 ","#DIV/0!","0.005 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-01-21",103.093536,23.153906,15.531199,20.797993,9.731138,24.773319,20.394911,16.340744,,43.239613,,14.511196,(0.002),(0.021),(0.011),"0.028 ",(0.012),(0.002),(0.013),"0.004 ","#DIV/0!","0.001 ","#DIV/0!","0.032 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-01-24",100.1716,22.289864,15.083887,20.060791,9.554235,24.033939,19.809948,15.909368,,41.828533,,14.315976,(0.028),(0.037),(0.029),(0.035),(0.018),(0.030),(0.029),(0.026),"#DIV/0!",(0.033),"#DIV/0!",(0.013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-01-25",101.309212,22.427607,14.89664,20.016113,9.656274,24.203659,19.697414,15.611513,,42.722996,,13.982443,"0.011 ","0.006 ",(0.012),(0.002),"0.011 ","0.007 ",(0.006),(0.019),"#DIV/0!","0.021 ","#DIV/0!",(0.023),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-01-26",100.506157,22.590408,15.031872,19.70336,10.016973,24.094601,19.85494,15.611513,,41.324577,,13.917366,(0.008),"0.007 ","0.009 ",(0.016),"0.037 ",(0.005),"0.008 ","0.000 ","#DIV/0!",(0.033),"#DIV/0!",(0.005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-01-27",100.104691,22.527794,15.312747,19.301252,10.125854,23.949152,19.967403,15.693683,,40.921398,,13.827939,(0.004),(0.003),"0.019 ",(0.020),"0.011 ",(0.006),"0.006 ","0.005 ","#DIV/0!",(0.010),"#DIV/0!",(0.006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-01-28",96.98204,21.638697,15.18792,19.07786,9.77199,23.464354,19.438738,15.42664,,39.45993,,13.754688,(0.031),(0.039),(0.008),(0.012),(0.035),(0.020),(0.026),(0.017),"#DIV/0!",(0.036),"#DIV/0!",(0.005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-01-31",99.614006,21.801481,15.46879,19.524641,10.044189,23.355217,19.573736,15.334204,,40.770222,,14.389174,"0.027 ","0.008 ","0.018 ","0.023 ","0.028 ",(0.005),"0.007 ",(0.006),"#DIV/0!","0.033 ","#DIV/0!","0.046 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-02-01",100.595413,22.590408,15.312747,19.479967,10.098638,23.658281,19.438738,15.611513,,41.626945,,14.283447,"0.010 ","0.036 ",(0.010),(0.002),"0.005 ","0.013 ",(0.007),"0.018 ","#DIV/0!","0.021 ","#DIV/0!",(0.007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-02-02",100.684631,22.440132,15.34396,19.602844,9.996552,24.240034,19.449974,15.683417,,41.929321,,14.210191,"0.001 ",(0.007),0.0020383671,"0.006 ",(0.010),"0.025 ","0.001 ","0.005 ","#DIV/0!","0.007 ","#DIV/0!",(0.005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-02-03",102.201363,22.527794,15.135918,19.368273,9.93531,24.458157,19.438738,15.416368,,43.138821,,14.185829,"0.015 ","0.004 ",(0.014),(0.012),(0.006),"0.009 ",(0.001),(0.017),"#DIV/0!","0.029 ","#DIV/0!",(0.002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-02-04",101.777527,22.490225,15.125497,18.80979,9.833225,24.543015,19.517427,15.395838,,43.642769,,14.112588,(0.004),(0.002),(0.001),(0.029),(0.010),"0.003 ","0.004 ",(0.001),"#DIV/0!","0.012 ","#DIV/0!",(0.005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-02-07",101.621422,22.014376,15.104697,19.022011,9.731138,24.143078,19.179987,15.097979,,44.146748,,14.071932,(0.002),(0.021),(0.001),"0.011 ",(0.010),(0.016),(0.017),(0.019),"#DIV/0!","0.012 ","#DIV/0!",(0.003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-02-08",103.004356,22.515266,15.291941,18.854465,9.840018,24.409685,19.258749,15.056892,,44.549896,,14.104466,"0.014 ","0.023 ","0.012 ",(0.009),"0.011 ","0.011 ","0.004 ",(0.003),"#DIV/0!","0.009 ","#DIV/0!","0.002 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-02-09",100.840797,22.139593,15.156706,18.228964,9.608672,23.973364,19.056223,14.759038,,43.995564,,14.104466,(0.021),(0.017),(0.009),(0.033),(0.024),(0.018),(0.011),(0.020),"#DIV/0!",(0.012),"#DIV/0!","0.000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-02-10",101.041527,21.939238,14.646973,18.60873,9.343268,23.767342,18.730003,14.635791,,45.041183,,13.901128,"0.002 ",(0.009),(0.034),"0.021 ",(0.028),(0.009),(0.017),(0.008),"#DIV/0!","0.024 ","#DIV/0!",(0.014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-02-11",98.989487,21.626188,14.366099,18.385332,9.36369,23.779446,18.336271,14.276325,,43.844368,,13.657082,(0.020),(0.014),(0.019),(0.012),"0.002 ","0.001 ",(0.021),(0.025),"#DIV/0!",(0.027),"#DIV/0!",(0.018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-02-14",99.569412,21.73888,14.438921,18.675753,9.445352,23.343121,18.628799,14.512547,,43.869522,,13.673372,"0.006 ","0.005 ","0.005 ","0.016 ","0.009 ",(0.018),"0.016 ","0.017 ","#DIV/0!","0.001 ","#DIV/0!","0.001 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-02-15",100.69577,21.788965,14.761415,19.457624,9.458939,23.161301,18.955004,15.139062,,43.995564,,13.640837,"0.011 ","0.002 ","0.022 ","0.042 ","0.001 ",(0.008),"0.018 ","0.043 ","#DIV/0!","0.003 ","#DIV/0!",(0.002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-02-16",99.212517,20.937445,14.553356,19.546986,9.261605,22.506863,18.910007,14.789851,,43.768719,,13.583892,(0.015),(0.039),(0.014),"0.005 ",(0.021),(0.028),(0.002),(0.023),"#DIV/0!",(0.005),"#DIV/0!",(0.004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-02-17",98.699432,20.336367,14.334898,19.524641,9.145935,22.494753,18.988768,14.759038,,44.75148,,13.502571,(0.005),(0.029),(0.015),(0.001),(0.012),(0.001),"0.004 ",(0.002),"#DIV/0!","0.022 ","#DIV/0!",(0.006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-02-18",96.580505,20.035835,14.168456,18.954985,8.819294,21.876616,18.572485,14.307123,,43.239613,,13.006352,(0.021),(0.015),(0.012),(0.029),(0.036),(0.027),(0.022),(0.031),"#DIV/0!",(0.034),"#DIV/0!",(0.037),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-02-22",96.335106,20.085924,14.397316,18.787443,8.900953,21.719078,18.87624,14.759038,,43.138821,,12.957575,(0.003),"0.002 ","0.016 ",(0.009),"0.009 ",(0.007),"0.016 ","0.032 ","#DIV/0!",(0.002),"#DIV/0!",(0.004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-02-23",97.47274,20.023319,14.085228,18.295977,8.866892,22.058435,18.730003,14.594714,,44.449104,,12.689162,"0.012 ",(0.003),(0.022),(0.026),(0.004),"0.016 ",(0.008),(0.011),"#DIV/0!","0.030 ","#DIV/0!",(0.021),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-02-24",95.509872,19.384674,13.793957,18.094923,8.683189,21.88871,18.561258,14.070907,,45.003464,,12.266192,(0.020),(0.032),(0.021),(0.011),(0.021),(0.008),(0.009),(0.036),"#DIV/0!","0.012 ","#DIV/0!",(0.033),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-02-25",95.164124,19.459805,13.450665,17.737494,8.628753,21.209991,18.235046,13.84495,,44.575062,,12.20112,(0.004),"0.004 ",(0.025),(0.020),(0.006),(0.031),(0.018),(0.016),"#DIV/0!",(0.010),"#DIV/0!",(0.005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-02-28",97.160431,20.161053,13.710734,18.27363,8.907746,21.585732,18.291275,13.886033,,44.045933,,12.550846,"0.021 ","0.036 ","0.019 ","0.030 ","0.032 ","0.018 ","0.003 ","0.003 ","#DIV/0!",(0.012),"#DIV/0!","0.029 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-02-29",98.097275,20.586823,13.658719,18.698084,8.968979,21.828136,18.493797,13.793603,,45.053875,,12.640332,"0.010 ","0.021 ",(0.004),"0.023 ","0.007 ","0.011 ","0.011 ",(0.007),"#DIV/0!","0.023 ","#DIV/0!","0.007 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-03-01",98.811035,20.34889,13.533884,19.167217,9.091493,22.009947,18.392498,13.649803,,45.507427,,13.193449,"0.007 ",(0.012),(0.009),"0.025 ","0.014 ","0.008 ",(0.005),(0.010),"#DIV/0!","0.010 ","#DIV/0!","0.044 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-03-02",98.87793,20.32386,13.565096,19.524641,9.03705,21.912998,18.460033,13.351958,,45.960983,,13.535107,"0.001 ",(0.001),"0.002 ","0.019 ",(0.006),(0.004),"0.004 ",(0.022),"#DIV/0!","0.010 ","#DIV/0!","0.026 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-03-03",100.729233,20.699518,13.492278,19.211893,9.11871,22.215981,18.96623,13.78332,,47.233448,,13.657082,"0.019 ","0.018 ",(0.005),(0.016),"0.009 ","0.014 ","0.027 ","0.032 ","#DIV/0!","0.028 ","#DIV/0!","0.009 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-03-06",99.747833,20.211143,13.169788,19.100197,9.030213,21.779655,18.887466,13.454661,,47.157818,,13.274821,(0.010),(0.024),(0.024),(0.006),(0.010),(0.020),(0.004),(0.024),"#DIV/0!",(0.002),"#DIV/0!",(0.028),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-03-07",97.818428,19.647635,12.462413,20.418213,8.758013,21.379711,18.13382,13.023292,,45.860203,,13.120256,(0.019),(0.028),(0.054),"0.069 ",(0.030),(0.018),(0.040),(0.032),"#DIV/0!",(0.028),"#DIV/0!",(0.012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-03-08",97.69574,19.885559,12.847316,20.083134,8.65597,21.270578,18.325041,13.300603,,46.666531,,13.209742,(0.001),"0.012 ","0.031 ",(0.016),(0.012),(0.005),"0.011 ","0.021 ","#DIV/0!","0.018 ","#DIV/0!","0.007 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-03-09",100.550804,20.28628,13.190602,20.105474,8.703574,21.767557,18.516264,13.280053,,48.077606,,13.315473,"0.029 ","0.020 ","0.027 ","0.001 ","0.005 ","0.023 ","0.010 ",(0.002),"#DIV/0!","0.030 ","#DIV/0!","0.008 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-03-10",100.015511,20.010788,13.034555,19.837399,8.730792,21.585732,18.561258,13.393036,,48.178391,,13.315473,(0.005),(0.014),(0.012),(0.013),"0.003 ",(0.008),"0.002 ","0.009 ","#DIV/0!","0.002 ","#DIV/0!","0.000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-03-13",98.922478,19.847996,12.826501,19.546986,8.819294,21.42819,18.280035,13.598448,,47.472866,,13.356134,(0.011),(0.008),(0.016),(0.015),"0.010 ",(0.007),(0.015),"0.015 ","#DIV/0!",(0.015),"#DIV/0!","0.003 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-03-14",97.517296,19.885559,12.753689,19.792725,8.785232,21.488771,18.178822,13.362218,,46.389309,,13.26664,(0.014),"0.002 ",(0.006),"0.013 ",(0.004),"0.003 ",(0.006),(0.017),"#DIV/0!",(0.023),"#DIV/0!",(0.007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-03-15",99.79245,21.087717,13.565096,19.70336,9.322837,21.597837,18.910007,14.163348,,45.582977,,13.33989,"0.023 ","0.060 ","0.064 ",(0.005),"0.061 ","0.005 ","0.040 ","0.060 ","#DIV/0!",(0.017),"#DIV/0!","0.006 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-03-16",104.454117,22.640488,14.147653,20.552258,10.125854,22.712873,19.933708,14.995268,,47.170483,,13.860462,"0.047 ","0.074 ","0.043 ","0.043 ","0.086 ","0.052 ","0.054 ","0.059 ","#DIV/0!","0.035 ","#DIV/0!","0.039 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-03-17",105.144508,22.697201,14.088706,19.926277,10.128827,22.737158,19.907166,14.495505,,48.27919,,13.971972,"0.007 ","0.003 ",(0.004),(0.030),"0.000 ","0.001 ",(0.001),(0.033),"#DIV/0!","0.024 ","#DIV/0!","0.008 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-03-20",104.607834,22.483906,13.963472,19.612469,9.937585,23.173481,20.019924,14.670522,,48.077606,,13.914588,(0.005),(0.009),(0.009),(0.016),(0.019),"0.019 ","0.006 ","0.012 ","#DIV/0!",(0.004),"#DIV/0!",(0.004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-03-21",106.754555,22.73485,14.224375,20.240074,10.29961,23.31892,20.44824,14.845541,,49.337502,,13.824441,"0.021 ","0.011 ","0.019 ","0.032 ","0.036 ","0.006 ","0.021 ","0.012 ","#DIV/0!","0.026 ","#DIV/0!",(0.006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-03-22",107.402985,22.63446,14.10958,20.083176,10.388389,23.912788,20.358057,14.464619,,50.194241,,13.504889,"0.006 ",(0.004),(0.008),(0.008),"0.009 ","0.025 ",(0.004),(0.026),"#DIV/0!","0.017 ","#DIV/0!",(0.023),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-03-23",109.236679,22.697201,13.994779,20.060753,10.750365,24.009743,20.831535,14.90731,,51.151756,,13.734339,"0.017 ","0.003 ",(0.008),(0.001),"0.035 ","0.004 ","0.023 ","0.031 ","#DIV/0!","0.019 ","#DIV/0!","0.017 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-03-24",109.885216,22.772486,13.744312,20.105585,10.873328,24.215767,20.955482,14.835238,,51.592651,,13.603228,"0.006 ","0.003 ",(0.018),"0.002 ","0.011 ","0.009 ","0.006 ",(0.005),"#DIV/0!","0.009 ","#DIV/0!",(0.010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-03-27",108.722359,22.709749,13.566902,20.172827,10.518167,24.046122,20.696268,14.773481,,52.008472,,13.79166,(0.011),(0.003),(0.013),"0.003 ",(0.033),(0.007),(0.012),(0.004),"#DIV/0!","0.008 ","#DIV/0!","0.014 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-03-28",108.096283,22.785032,13.723445,20.083176,10.600131,24.070324,20.639853,14.495505,,50.748581,,13.726108,(0.006),"0.003 ","0.012 ",(0.004),"0.008 ","0.001 ",(0.003),(0.019),"#DIV/0!",(0.024),"#DIV/0!",(0.005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-03-29",108.208076,23.236715,14.057399,21.136641,10.518167,23.706758,20.899134,14.794059,,49.261864,,13.971972,"0.001 ","0.020 ","0.024 ","0.052 ",(0.008),(0.015),"0.013 ","0.021 ","#DIV/0!",(0.029),"#DIV/0!","0.018 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
